entry_time,entry_price,direction,lot_size,sl_price,tp_price,mode,exit_time,exit_price,exit_reason,pnl,pnl_pips,confluence_score,confidence,fvg_bias
2025-04-29 16:00:00,1.34066,BUY,0.1,1.3391719316064645,1.3436361367870706,VIRTUAL,2025-04-29 17:45:00,1.3391719316064645,SL,-15.580683935354354,-14.880683935354355,80.5,HIGH,BULLISH_BIAS
2025-04-30 12:00:00,1.33714,SELL,0.1,1.3385461197897346,1.3343277604205308,VIRTUAL,2025-04-30 16:00:00,1.3343277604205308,TP,27.422395794691894,28.12239579469189,89.5,HIGH,BEARISH_BIAS
2025-04-30 16:00:00,1.33461,SELL,0.1,1.3363123086224216,1.331205382755157,VIRTUAL,2025-04-30 17:00:00,1.331205382755157,TP,33.346172448429776,34.04617244842978,89.5,HIGH,BEARISH_BIAS
2025-04-30 17:00:00,1.33235,SELL,0.1,1.3343575102531353,1.3283349794937291,VIRTUAL,2025-04-30 17:45:00,1.3343575102531353,SL,-20.77510253135392,-20.075102531353917,95.5,HIGH,BEARISH_BIAS
2025-04-30 17:45:00,1.33556,SELL,0.1,1.3378405748225597,1.3309988503548809,VIRTUAL,2025-05-01 04:30:00,1.3309988503548809,TP,44.91149645119223,45.611496451192224,80.5,HIGH,BEARISH_BIAS
2025-05-01 04:30:00,1.33099,SELL,0.1,1.3317839953013697,1.3294020093972603,VIRTUAL,2025-05-01 06:30:00,1.3294020093972603,TP,15.179906027396198,15.879906027396196,89.5,HIGH,BEARISH_BIAS
2025-05-01 06:30:00,1.3295,SELL,0.1,1.3305098261619168,1.3274803476761659,VIRTUAL,2025-05-01 10:15:00,1.3274803476761659,TP,19.496523238340536,20.196523238340536,89.5,HIGH,BEARISH_BIAS
2025-05-01 10:15:00,1.3287,SELL,0.1,1.330220432690853,1.3256591346182938,VIRTUAL,2025-05-01 10:30:00,1.330220432690853,SL,-15.904326908531129,-15.20432690853113,89.5,HIGH,BEARISH_BIAS
2025-05-01 10:30:00,1.33034,SELL,0.1,1.3320217083320727,1.3269765833358547,VIRTUAL,2025-05-01 11:00:00,1.3320217083320727,SL,-17.517083320725956,-16.817083320725956,89.5,HIGH,BEARISH_BIAS
2025-05-01 11:00:00,1.33153,SELL,0.1,1.3332206164805347,1.328148767038931,VIRTUAL,2025-05-01 11:45:00,1.3332206164805347,SL,-17.6061648053459,-16.906164805345902,74.5,HIGH,BEARISH_BIAS
2025-05-01 11:45:00,1.3325,SELL,0.1,1.3341276664911805,1.3292446670176388,REAL,2025-05-01 14:15:00,1.3341276664911805,SL,-16.976664911805127,-16.276664911805128,70.0,HIGH,BEARISH_BIAS
2025-05-01 14:15:00,1.33412,SELL,0.13,1.3354921671573827,1.3313756656852342,REAL,2025-05-01 16:00:00,1.3313756656852342,TP,34.766346091954475,27.443343147657284,70.0,HIGH,BEARISH_BIAS
2025-05-01 16:00:00,1.33207,SELL,0.1,1.333776953901019,1.3286560921979627,VIRTUAL,2025-05-01 17:45:00,1.3286560921979627,TP,33.4390780203743,34.1390780203743,89.5,HIGH,BEARISH_BIAS
2025-05-01 17:45:00,1.32955,SELL,0.1,1.331493605396697,1.325662789206606,VIRTUAL,2025-05-02 08:15:00,1.331493605396697,SL,-20.136053966970234,-19.436053966970235,95.5,HIGH,BEARISH_BIAS
2025-05-02 08:15:00,1.33171,SELL,0.1,1.332738762102813,1.3296524757943735,VIRTUAL,2025-05-02 11:00:00,1.3296524757943735,TP,19.875242056264376,20.575242056264376,70.0,HIGH,BEARISH_BIAS
2025-05-02 11:00:00,1.32868,SELL,0.1,1.3302265680312122,1.3255868639375756,VIRTUAL,2025-05-02 12:30:00,1.3302265680312122,SL,-16.165680312121147,-15.465680312121144,89.5,HIGH,BEARISH_BIAS
2025-05-02 12:30:00,1.33102,SELL,0.1,1.332558940709765,1.32794211858047,VIRTUAL,2025-05-02 15:30:00,1.32794211858047,TP,30.078814195300268,30.778814195300264,74.5,HIGH,BEARISH_BIAS
2025-05-02 15:30:00,1.32885,SELL,0.1,1.330736409160118,1.3250771816797644,VIRTUAL,2025-05-02 16:15:00,1.330736409160118,SL,-19.56409160117841,-18.864091601178412,100.0,HIGH,BEARISH_BIAS
2025-05-02 16:15:00,1.33112,SELL,0.1,1.3334315291628975,1.3264969416742052,VIRTUAL,2025-05-02 23:30:00,1.3264969416742052,TP,45.53058325794904,46.23058325794904,74.5,HIGH,BEARISH_BIAS
2025-05-02 23:45:00,1.32709,SELL,0.1,1.3282166420453045,1.324836715909391,VIRTUAL,2025-05-05 04:00:00,1.3282166420453045,SL,-11.966420453044378,-11.266420453044379,85.0,HIGH,BEARISH_BIAS
2025-05-05 04:15:00,1.32949,SELL,0.1,1.3307727361696837,1.3269245276606327,VIRTUAL,2025-05-05 13:15:00,1.3307727361696837,SL,-13.527361696836625,-12.827361696836626,85.0,HIGH,BEARISH_BIAS
2025-05-05 13:15:00,1.33049,SELL,0.1,1.3319761264386072,1.3275177471227857,VIRTUAL,2025-05-05 14:00:00,1.3319761264386072,SL,-15.56126438607238,-14.861264386072381,70.0,HIGH,BEARISH_BIAS
2025-05-05 14:00:00,1.33217,SELL,0.1,1.3337393954920356,1.3290312090159289,REAL,2025-05-05 18:30:00,1.3290312090159289,TP,30.687909840712162,31.387909840712158,70.0,HIGH,BEARISH_BIAS
2025-05-05 18:30:00,1.32893,SELL,0.1,1.3305500799502021,1.3256898400995956,VIRTUAL,2025-05-06 10:00:00,1.3305500799502021,SL,-16.90079950202191,-16.200799502021912,85.0,HIGH,BEARISH_BIAS
2025-05-06 10:00:00,1.33065,SELL,0.1,1.3318299071961992,1.328290185607602,VIRTUAL,2025-05-06 10:15:00,1.3318299071961992,SL,-12.499071961990925,-11.799071961990926,80.5,HIGH,BEARISH_BIAS
2025-05-06 10:15:00,1.3319,SELL,0.1,1.333304586236706,1.3290908275265885,VIRTUAL,2025-05-06 11:15:00,1.333304586236706,SL,-14.745862367058072,-14.04586236705807,80.5,HIGH,BEARISH_BIAS
2025-05-06 12:00:00,1.33135,SELL,0.1,1.3327653523609806,1.328519295278039,REAL,2025-05-06 13:15:00,1.3327653523609806,SL,-14.853523609805597,-14.153523609805596,74.5,HIGH,BEARISH_BIAS
2025-05-06 13:15:00,1.33284,SELL,0.13,1.3342197775857323,1.3300804448285353,REAL,2025-05-06 13:45:00,1.3342197775857323,SL,-18.847108614519474,-13.79777585732267,70.0,HIGH,BEARISH_BIAS
2025-05-06 14:00:00,1.33596,BUY,0.169,1.334220767005673,1.3394384659886542,REAL,2025-05-06 15:30:00,1.3394384659886542,TP,57.60307520825598,34.784659886542,85.0,HIGH,BULLISH_BIAS
2025-05-06 15:30:00,1.33901,BUY,0.1,1.3372724841463821,1.3424850317072357,VIRTUAL,2025-05-06 17:45:00,1.3372724841463821,SL,-18.075158536179213,-17.375158536179214,85.0,HIGH,BULLISH_BIAS
2025-05-06 17:45:00,1.33718,BUY,0.1,1.3351792432379168,1.3411815135241665,VIRTUAL,2025-05-06 19:00:00,1.3351792432379168,SL,-20.707567620832222,-20.007567620832223,74.5,HIGH,BULLISH_BIAS
2025-05-06 19:00:00,1.33557,BUY,0.1,1.3336921794891006,1.3393256410217984,VIRTUAL,2025-05-07 03:15:00,1.3336921794891006,SL,-19.478205108993528,-18.77820510899353,70.0,HIGH,BULLISH_BIAS
2025-05-08 05:00:00,1.33333,BUY,0.1,1.3313482048588094,1.3372935902823808,REAL,2025-05-08 08:00:00,1.3313482048588094,SL,-20.51795141190457,-19.817951411904566,75.5,HIGH,BULLISH_BIAS
2025-05-08 08:00:00,1.3306,SELL,0.13,1.3324117125615846,1.326976574876831,REAL,2025-05-08 10:00:00,1.326976574876831,TP,46.19452660119757,36.234251231690436,89.5,HIGH,BEARISH_BIAS
2025-05-08 10:00:00,1.32693,SELL,0.1,1.3289733009382778,1.3228433981234442,VIRTUAL,2025-05-08 10:45:00,1.3289733009382778,SL,-21.1330093827787,-20.4330093827787,95.5,HIGH,BEARISH_BIAS
2025-05-08 10:45:00,1.32905,SELL,0.1,1.3309535354552287,1.3252429290895427,VIRTUAL,2025-05-08 14:00:00,1.3309535354552287,SL,-19.73535455228589,-19.035354552285888,89.5,HIGH,BEARISH_BIAS
2025-05-08 15:00:00,1.33353,BUY,0.1,1.3303066178270988,1.3399767643458025,VIRTUAL,2025-05-08 18:15:00,1.3303066178270988,SL,-32.93382172901301,-32.23382172901301,85.0,HIGH,BULLISH_BIAS
2025-05-08 19:00:00,1.32678,SELL,0.1,1.3294135318981175,1.3215129362037652,REAL,2025-05-09 05:00:00,1.3215129362037652,TP,51.970637962348725,52.67063796234872,89.5,HIGH,BEARISH_BIAS
2025-05-09 05:00:00,1.32136,SELL,0.1,1.3227729469294247,1.3185341061411509,VIRTUAL,2025-05-09 05:30:00,1.3227729469294247,SL,-14.82946929424619,-14.129469294246189,95.5,HIGH,BEARISH_BIAS
2025-05-09 05:30:00,1.32295,SELL,0.1,1.3243638134714346,1.3201223730571312,VIRTUAL,2025-05-09 09:15:00,1.3243638134714346,SL,-14.83813471434544,-14.13813471434544,95.5,HIGH,BEARISH_BIAS
2025-05-09 10:30:00,1.32685,SELL,0.1,1.3283213066038404,1.3239073867923197,VIRTUAL,2025-05-09 14:00:00,1.3283213066038404,SL,-15.413066038403167,-14.713066038403166,74.5,HIGH,BEARISH_BIAS
2025-05-09 14:00:00,1.32846,SELL,0.1,1.3300091342084528,1.3253617315830943,REAL,2025-05-09 17:15:00,1.3300091342084528,SL,-16.191342084528184,-15.491342084528181,85.0,HIGH,BEARISH_BIAS
2025-05-12 00:00:00,1.32677,SELL,0.13,1.3284289710594877,1.323452057881025,REAL,2025-05-12 00:15:00,1.3284289710594877,SL,-22.4766237733394,-16.58971059487646,85.0,HIGH,BEARISH_BIAS
2025-05-12 00:15:00,1.32656,SELL,0.169,1.3285097749182224,1.3226604501635548,REAL,2025-05-12 01:00:00,1.3285097749182224,SL,-34.13419611795954,-19.497749182224577,85.0,HIGH,BEARISH_BIAS
2025-05-12 11:00:00,1.31648,SELL,0.21970000000000003,1.31945004146711,1.3105399170657803,REAL,2025-05-12 11:45:00,1.31945004146711,SL,-66.78971103240417,-29.70041467109885,100.0,HIGH,BEARISH_BIAS
2025-05-12 11:45:00,1.31944,SELL,0.28561000000000003,1.3223157247713304,1.3136885504573388,REAL,2025-05-13 15:15:00,1.3223157247713304,SL,-84.1328451939695,-28.75724771330468,85.0,HIGH,BEARISH_BIAS
2025-05-13 16:00:00,1.32366,BUY,0.37129300000000004,1.3220632525271252,1.3268534949457496,REAL,2025-05-13 18:15:00,1.3268534949457496,TP,115.97318088921682,31.934949457494977,75.5,HIGH,BULLISH_BIAS
2025-05-13 23:15:00,1.33114,BUY,0.1,1.3300803800500811,1.3332592398998375,VIRTUAL,2025-05-14 03:00:00,1.3300803800500811,SL,-11.296199499188774,-10.596199499188774,85.0,HIGH,BULLISH_BIAS
2025-05-14 03:15:00,1.33105,BUY,0.1,1.3301079357794099,1.3329341284411804,VIRTUAL,2025-05-14 05:30:00,1.3301079357794099,SL,-10.120642205901774,-9.420642205901775,95.5,HIGH,BULLISH_BIAS
2025-05-14 11:00:00,1.33352,BUY,0.1,1.33144463290509,1.3376707341898202,VIRTUAL,2025-05-14 16:15:00,1.33144463290509,SL,-21.453670949100747,-20.753670949100744,100.0,HIGH,BULLISH_BIAS
2025-05-14 16:15:00,1.33197,BUY,0.1,1.3300402891774148,1.3358294216451707,REAL,2025-05-14 17:15:00,1.3300402891774148,SL,-19.997108225853065,-19.297108225853066,70.0,HIGH,BULLISH_BIAS
2025-05-15 03:30:00,1.32687,BUY,0.13,1.3260201890467198,1.3285696219065606,REAL,2025-05-15 06:15:00,1.3285696219065606,TP,21.185084785287653,16.99621906560589,75.5,HIGH,BULLISH_BIAS
2025-05-15 09:00:00,1.32832,BUY,0.1,1.3270934184136431,1.3307731631727135,VIRTUAL,2025-05-15 10:45:00,1.3270934184136431,SL,-12.965815863568007,-12.265815863568008,75.5,HIGH,BULLISH_BIAS
